Comunidades y Ciudades Autónomas	Sectores de actividad	Tipo de indicador	Componentes del coste	Periodo	Total
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2018	1,41
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2017	1,91
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2016	1,48
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2015	2,36
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2014	0,15
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2013	2,41
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2012	2,36
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2011	2,59
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2010	2,36
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2009	2,15
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2008	2,69
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2023	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2022	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2021	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2020	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2019	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2018	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2017	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2016	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2015	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2014	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2013	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2012	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2011	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2010	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2009	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2008	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2023	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2022	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2021	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2020	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2019	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2018	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2017	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2016	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2015	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2014	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2013	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2012	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2011	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2010	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2009	..
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2008	..
10 Comunitat Valenciana	Servicios	Valor absoluto	Coste total bruto	2023	31.527,71
10 Comunitat Valenciana	Servicios	Valor absoluto	Coste total bruto	2022	30.260,09
10 Comunitat Valenciana	Servicios	Valor absoluto	Coste total bruto	2021	28.994,78
10 Comunitat Valenciana	Servicios	Valor absoluto	Coste total bruto	2020	26.639,55
10 Comunitat Valenciana	Servicios	Valor absoluto	Coste total bruto	2019	27.363,26
10 Comunitat Valenciana	Servicios	Valor absoluto	Coste total bruto	2018	26.663,63
10 Comunitat Valenciana	Servicios	Valor absoluto	Coste total bruto	2017	26.801,09
10 Comunitat Valenciana	Servicios	Valor absoluto	Coste total bruto	2016	26.302,12
10 Comunitat Valenciana	Servicios	Valor absoluto	Coste total bruto	2015	25.899,47
10 Comunitat Valenciana	Servicios	Valor absoluto	Coste total bruto	2014	25.869,94
10 Comunitat Valenciana	Servicios	Valor absoluto	Coste total bruto	2013	26.678,82
10 Comunitat Valenciana	Servicios	Valor absoluto	Coste total bruto	2012	26.916,82
10 Comunitat Valenciana	Servicios	Valor absoluto	Coste total bruto	2011	27.315
10 Comunitat Valenciana	Servicios	Valor absoluto	Coste total bruto	2010	26.825
10 Comunitat Valenciana	Servicios	Valor absoluto	Coste total bruto	2009	26.728,59
10 Comunitat Valenciana	Servicios	Valor absoluto	Coste total bruto	2008	25.979,38
10 Comunitat Valenciana	Servicios	Valor absoluto	Sueldos y salarios	2023	23.125,14
10 Comunitat Valenciana	Servicios	Valor absoluto	Sueldos y salarios	2022	22.317,57
10 Comunitat Valenciana	Servicios	Valor absoluto	Sueldos y salarios	2021	21.328,82
10 Comunitat Valenciana	Servicios	Valor absoluto	Sueldos y salarios	2020	19.613,19
10 Comunitat Valenciana	Servicios	Valor absoluto	Sueldos y salarios	2019	20.133,4
10 Comunitat Valenciana	Servicios	Valor absoluto	Sueldos y salarios	2018	19.861,78
10 Comunitat Valenciana	Servicios	Valor absoluto	Sueldos y salarios	2017	19.953,32
10 Comunitat Valenciana	Servicios	Valor absoluto	Sueldos y salarios	2016	19.632,17
10 Comunitat Valenciana	Servicios	Valor absoluto	Sueldos y salarios	2015	19.172,2
10 Comunitat Valenciana	Servicios	Valor absoluto	Sueldos y salarios	2014	19.034,49
10 Comunitat Valenciana	Servicios	Valor absoluto	Sueldos y salarios	2013	19.527,45
10 Comunitat Valenciana	Servicios	Valor absoluto	Sueldos y salarios	2012	19.868,69
10 Comunitat Valenciana	Servicios	Valor absoluto	Sueldos y salarios	2011	19.958,34
10 Comunitat Valenciana	Servicios	Valor absoluto	Sueldos y salarios	2010	19.764,37
10 Comunitat Valenciana	Servicios	Valor absoluto	Sueldos y salarios	2009	19.567,27
10 Comunitat Valenciana	Servicios	Valor absoluto	Sueldos y salarios	2008	19.159,85
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones obligatorias	2023	7.719,72
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones obligatorias	2022	7.240,05
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones obligatorias	2021	6.875,7
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones obligatorias	2020	6.399,84
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones obligatorias	2019	6.523,65
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones obligatorias	2018	6.221,7
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones obligatorias	2017	6.277,68
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones obligatorias	2016	6.081,9
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones obligatorias	2015	6.133,95
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones obligatorias	2014	6.114,93
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones obligatorias	2013	6.171,57
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones obligatorias	2012	6.219,6
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones obligatorias	2011	6.196,5
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones obligatorias	2010	6.062,19
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones obligatorias	2009	6.032,97
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones obligatorias	2008	5.868,18
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones voluntarias	2023	97,17
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones voluntarias	2022	85,43
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones voluntarias	2021	83,55
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones voluntarias	2020	100,99
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones voluntarias	2019	96,85
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones voluntarias	2018	97,03
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones voluntarias	2017	92,79
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones voluntarias	2016	94,14
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones voluntarias	2015	95,47
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones voluntarias	2014	89,78
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones voluntarias	2013	96,4
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones voluntarias	2012	117,2
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones voluntarias	2011	162,05
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones voluntarias	2010	148,39
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones voluntarias	2009	158,19
10 Comunitat Valenciana	Servicios	Valor absoluto	Cotizaciones voluntarias	2008	155,67
10 Comunitat Valenciana	Servicios	Valor absoluto	Prestaciones sociales directas	2023	267,68
10 Comunitat Valenciana	Servicios	Valor absoluto	Prestaciones sociales directas	2022	258,26
10 Comunitat Valenciana	Servicios	Valor absoluto	Prestaciones sociales directas	2021	295,99
10 Comunitat Valenciana	Servicios	Valor absoluto	Prestaciones sociales directas	2020	324,03
10 Comunitat Valenciana	Servicios	Valor absoluto	Prestaciones sociales directas	2019	224,91
10 Comunitat Valenciana	Servicios	Valor absoluto	Prestaciones sociales directas	2018	174,17
10 Comunitat Valenciana	Servicios	Valor absoluto	Prestaciones sociales directas	2017	89,66
10 Comunitat Valenciana	Servicios	Valor absoluto	Prestaciones sociales directas	2016	101,64
10 Comunitat Valenciana	Servicios	Valor absoluto	Prestaciones sociales directas	2015	135,94
10 Comunitat Valenciana	Servicios	Valor absoluto	Prestaciones sociales directas	2014	139,13
10 Comunitat Valenciana	Servicios	Valor absoluto	Prestaciones sociales directas	2013	151,04
10 Comunitat Valenciana	Servicios	Valor absoluto	Prestaciones sociales directas	2012	186,9
10 Comunitat Valenciana	Servicios	Valor absoluto	Prestaciones sociales directas	2011	243,41
10 Comunitat Valenciana	Servicios	Valor absoluto	Prestaciones sociales directas	2010	217,9
10 Comunitat Valenciana	Servicios	Valor absoluto	Prestaciones sociales directas	2009	241,43
10 Comunitat Valenciana	Servicios	Valor absoluto	Prestaciones sociales directas	2008	214,45
10 Comunitat Valenciana	Servicios	Valor absoluto	Indemnizaciones por despido	2023	108,06
10 Comunitat Valenciana	Servicios	Valor absoluto	Indemnizaciones por despido	2022	120,84
10 Comunitat Valenciana	Servicios	Valor absoluto	Indemnizaciones por despido	2021	183,18
10 Comunitat Valenciana	Servicios	Valor absoluto	Indemnizaciones por despido	2020	39,51
10 Comunitat Valenciana	Servicios	Valor absoluto	Indemnizaciones por despido	2019	183,48
10 Comunitat Valenciana	Servicios	Valor absoluto	Indemnizaciones por despido	2018	132,54
10 Comunitat Valenciana	Servicios	Valor absoluto	Indemnizaciones por despido	2017	131,37
10 Comunitat Valenciana	Servicios	Valor absoluto	Indemnizaciones por despido	2016	169,5
10 Comunitat Valenciana	Servicios	Valor absoluto	Indemnizaciones por despido	2015	111,87
10 Comunitat Valenciana	Servicios	Valor absoluto	Indemnizaciones por despido	2014	254,07
10 Comunitat Valenciana	Servicios	Valor absoluto	Indemnizaciones por despido	2013	444,18
10 Comunitat Valenciana	Servicios	Valor absoluto	Indemnizaciones por despido	2012	223,23
10 Comunitat Valenciana	Servicios	Valor absoluto	Indemnizaciones por despido	2011	486,87
10 Comunitat Valenciana	Servicios	Valor absoluto	Indemnizaciones por despido	2010	288,9
10 Comunitat Valenciana	Servicios	Valor absoluto	Indemnizaciones por despido	2009	406,41
10 Comunitat Valenciana	Servicios	Valor absoluto	Indemnizaciones por despido	2008	254,01
10 Comunitat Valenciana	Servicios	Valor absoluto	Gastos en formación profesional	2023	55,46
10 Comunitat Valenciana	Servicios	Valor absoluto	Gastos en formación profesional	2022	45,94
10 Comunitat Valenciana	Servicios	Valor absoluto	Gastos en formación profesional	2021	46,71
10 Comunitat Valenciana	Servicios	Valor absoluto	Gastos en formación profesional	2020	39,62
10 Comunitat Valenciana	Servicios	Valor absoluto	Gastos en formación profesional	2019	60,92
10 Comunitat Valenciana	Servicios	Valor absoluto	Gastos en formación profesional	2018	61,87
10 Comunitat Valenciana	Servicios	Valor absoluto	Gastos en formación profesional	2017	63,76
10 Comunitat Valenciana	Servicios	Valor absoluto	Gastos en formación profesional	2016	62,09
10 Comunitat Valenciana	Servicios	Valor absoluto	Gastos en formación profesional	2015	60,09
10 Comunitat Valenciana	Servicios	Valor absoluto	Gastos en formación profesional	2014	62,33
10 Comunitat Valenciana	Servicios	Valor absoluto	Gastos en formación profesional	2013	62,81
10 Comunitat Valenciana	Servicios	Valor absoluto	Gastos en formación profesional	2012	59,12
10 Comunitat Valenciana	Servicios	Valor absoluto	Gastos en formación profesional	2011	65,35
10 Comunitat Valenciana	Servicios	Valor absoluto	Gastos en formación profesional	2010	74,6
10 Comunitat Valenciana	Servicios	Valor absoluto	Gastos en formación profesional	2009	70,98
10 Comunitat Valenciana	Servicios	Valor absoluto	Gastos en formación profesional	2008	85,11
10 Comunitat Valenciana	Servicios	Valor absoluto	Gastos en transporte	2023	1,37
10 Comunitat Valenciana	Servicios	Valor absoluto	Gastos en transporte	2022	1,25
10 Comunitat Valenciana	Servicios	Valor absoluto	Gastos en transporte	2021	1,5
10 Comunitat Valenciana	Servicios	Valor absoluto	Gastos en transporte	2020	2,45
10 Comunitat Valenciana	Servicios	Valor absoluto	Gastos en transporte	2019	2,27
10 Comunitat Valenciana	Servicios	Valor absoluto	Gastos en transporte	2018	2,18
10 Comunitat Valenciana	Servicios	Valor absoluto	Gastos en transporte	2017	1,89
10 Comunitat Valenciana	Servicios	Valor absoluto	Gastos en transporte	2016	3,14
10 Comunitat Valenciana	Servicios	Valor absoluto	Gastos en transporte	2015	2,4
10 Comunitat Valenciana	Servicios	Valor absoluto	Gastos en transporte	2014	2,43
10 Comunitat Valenciana	Servicios	Valor absoluto	Gastos en transporte	2013	3,32
10 Comunitat Valenciana	Servicios	Valor absoluto	Gastos en transporte	2012	3,36
10 Comunitat Valenciana	Servicios	Valor absoluto	Gastos en transporte	2011	6,19
10 Comunitat Valenciana	Servicios	Valor absoluto	Gastos en transporte	2010	6,34
