Rama de actividad - CNAE2009	Sexo	Tipo de dato	Periodo	Total
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Valor absoluto	2016	50,6
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Valor absoluto	2015	53,2
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Valor absoluto	2014	47,2
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Valor absoluto	2013	47,2
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Valor absoluto	2012	39,1
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Valor absoluto	2011	43
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Valor absoluto	2010	44,5
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Valor absoluto	2009	40,6
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Valor absoluto	2008	56,4
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Porcentaje	2023	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Porcentaje	2022	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Porcentaje	2021	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Porcentaje	2020	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Porcentaje	2019	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Porcentaje	2018	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Porcentaje	2017	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Porcentaje	2016	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Porcentaje	2015	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Porcentaje	2014	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Porcentaje	2013	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Porcentaje	2012	0,2
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Porcentaje	2011	0,2
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Porcentaje	2010	0,2
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Porcentaje	2009	0,2
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Porcentaje	2008	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Valor absoluto	2023	38,9
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Valor absoluto	2022	34,1
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Valor absoluto	2021	28,1
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Valor absoluto	2020	28,4
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Valor absoluto	2019	27,4
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Valor absoluto	2018	26,4
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Valor absoluto	2017	26
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Valor absoluto	2016	25
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Valor absoluto	2015	26
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Valor absoluto	2014	22
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Valor absoluto	2013	24
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Valor absoluto	2012	20,4
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Valor absoluto	2011	20,6
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Valor absoluto	2010	23,2
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Valor absoluto	2009	18,1
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Valor absoluto	2008	29,4
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Porcentaje	2023	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Porcentaje	2022	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Porcentaje	2021	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Porcentaje	2020	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Porcentaje	2019	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Porcentaje	2018	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Porcentaje	2017	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Porcentaje	2016	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Porcentaje	2015	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Porcentaje	2014	0,2
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Porcentaje	2013	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Porcentaje	2012	0,2
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Porcentaje	2011	0,2
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Porcentaje	2010	0,2
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Porcentaje	2009	0,2
66 Actividades auxiliares a los servicios financieros y a los seguros	Hombres	Porcentaje	2008	0,2
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Valor absoluto	2023	33,5
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Valor absoluto	2022	32
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Valor absoluto	2021	29,6
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Valor absoluto	2020	26,1
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Valor absoluto	2019	27,9
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Valor absoluto	2018	30,5
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Valor absoluto	2017	23,9
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Valor absoluto	2016	25,6
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Valor absoluto	2015	27,2
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Valor absoluto	2014	25,2
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Valor absoluto	2013	23,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Valor absoluto	2012	18,7
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Valor absoluto	2011	22,4
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Valor absoluto	2010	21,2
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Valor absoluto	2009	22,5
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Valor absoluto	2008	27
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Porcentaje	2023	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Porcentaje	2022	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Porcentaje	2021	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Porcentaje	2020	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Porcentaje	2019	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Porcentaje	2018	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Porcentaje	2017	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Porcentaje	2016	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Porcentaje	2015	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Porcentaje	2014	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Porcentaje	2013	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Porcentaje	2012	0,2
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Porcentaje	2011	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Porcentaje	2010	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Porcentaje	2009	0,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Mujeres	Porcentaje	2008	0,3
L Actividades inmobiliarias	Ambos sexos	Valor absoluto	2023	172,8
L Actividades inmobiliarias	Ambos sexos	Valor absoluto	2022	160,9
L Actividades inmobiliarias	Ambos sexos	Valor absoluto	2021	152,2
L Actividades inmobiliarias	Ambos sexos	Valor absoluto	2020	151,9
L Actividades inmobiliarias	Ambos sexos	Valor absoluto	2019	154,3
L Actividades inmobiliarias	Ambos sexos	Valor absoluto	2018	149,6
L Actividades inmobiliarias	Ambos sexos	Valor absoluto	2017	129,6
L Actividades inmobiliarias	Ambos sexos	Valor absoluto	2016	114,1
L Actividades inmobiliarias	Ambos sexos	Valor absoluto	2015	104,1
L Actividades inmobiliarias	Ambos sexos	Valor absoluto	2014	99,5
L Actividades inmobiliarias	Ambos sexos	Valor absoluto	2013	92,1
L Actividades inmobiliarias	Ambos sexos	Valor absoluto	2012	97,2
L Actividades inmobiliarias	Ambos sexos	Valor absoluto	2011	96,3
L Actividades inmobiliarias	Ambos sexos	Valor absoluto	2010	84,3
L Actividades inmobiliarias	Ambos sexos	Valor absoluto	2009	91,9
L Actividades inmobiliarias	Ambos sexos	Valor absoluto	2008	119,2
L Actividades inmobiliarias	Ambos sexos	Porcentaje	2023	0,8
L Actividades inmobiliarias	Ambos sexos	Porcentaje	2022	0,8
L Actividades inmobiliarias	Ambos sexos	Porcentaje	2021	0,8
L Actividades inmobiliarias	Ambos sexos	Porcentaje	2020	0,8
L Actividades inmobiliarias	Ambos sexos	Porcentaje	2019	0,8
L Actividades inmobiliarias	Ambos sexos	Porcentaje	2018	0,8
L Actividades inmobiliarias	Ambos sexos	Porcentaje	2017	0,7
L Actividades inmobiliarias	Ambos sexos	Porcentaje	2016	0,6
L Actividades inmobiliarias	Ambos sexos	Porcentaje	2015	0,6
L Actividades inmobiliarias	Ambos sexos	Porcentaje	2014	0,6
L Actividades inmobiliarias	Ambos sexos	Porcentaje	2013	0,5
L Actividades inmobiliarias	Ambos sexos	Porcentaje	2012	0,6
L Actividades inmobiliarias	Ambos sexos	Porcentaje	2011	0,5
L Actividades inmobiliarias	Ambos sexos	Porcentaje	2010	0,5
L Actividades inmobiliarias	Ambos sexos	Porcentaje	2009	0,5
L Actividades inmobiliarias	Ambos sexos	Porcentaje	2008	0,6
L Actividades inmobiliarias	Hombres	Valor absoluto	2023	83,1
L Actividades inmobiliarias	Hombres	Valor absoluto	2022	74,2
L Actividades inmobiliarias	Hombres	Valor absoluto	2021	76,2
L Actividades inmobiliarias	Hombres	Valor absoluto	2020	66,6
L Actividades inmobiliarias	Hombres	Valor absoluto	2019	71,3
L Actividades inmobiliarias	Hombres	Valor absoluto	2018	68,1
L Actividades inmobiliarias	Hombres	Valor absoluto	2017	57,4
L Actividades inmobiliarias	Hombres	Valor absoluto	2016	48,6
L Actividades inmobiliarias	Hombres	Valor absoluto	2015	43,5
L Actividades inmobiliarias	Hombres	Valor absoluto	2014	43,6
L Actividades inmobiliarias	Hombres	Valor absoluto	2013	38,3
L Actividades inmobiliarias	Hombres	Valor absoluto	2012	47,7
L Actividades inmobiliarias	Hombres	Valor absoluto	2011	45,2
L Actividades inmobiliarias	Hombres	Valor absoluto	2010	44,1
L Actividades inmobiliarias	Hombres	Valor absoluto	2009	42,9
L Actividades inmobiliarias	Hombres	Valor absoluto	2008	58,5
L Actividades inmobiliarias	Hombres	Porcentaje	2023	0,7
L Actividades inmobiliarias	Hombres	Porcentaje	2022	0,7
L Actividades inmobiliarias	Hombres	Porcentaje	2021	0,7
L Actividades inmobiliarias	Hombres	Porcentaje	2020	0,6
L Actividades inmobiliarias	Hombres	Porcentaje	2019	0,7
L Actividades inmobiliarias	Hombres	Porcentaje	2018	0,6
L Actividades inmobiliarias	Hombres	Porcentaje	2017	0,6
L Actividades inmobiliarias	Hombres	Porcentaje	2016	0,5
L Actividades inmobiliarias	Hombres	Porcentaje	2015	0,4
L Actividades inmobiliarias	Hombres	Porcentaje	2014	0,5
L Actividades inmobiliarias	Hombres	Porcentaje	2013	0,4
L Actividades inmobiliarias	Hombres	Porcentaje	2012	0,5
L Actividades inmobiliarias	Hombres	Porcentaje	2011	0,4
L Actividades inmobiliarias	Hombres	Porcentaje	2010	0,4
L Actividades inmobiliarias	Hombres	Porcentaje	2009	0,4
L Actividades inmobiliarias	Hombres	Porcentaje	2008	0,5
L Actividades inmobiliarias	Mujeres	Valor absoluto	2023	89,6
L Actividades inmobiliarias	Mujeres	Valor absoluto	2022	86,7
L Actividades inmobiliarias	Mujeres	Valor absoluto	2021	76
L Actividades inmobiliarias	Mujeres	Valor absoluto	2020	85,3
L Actividades inmobiliarias	Mujeres	Valor absoluto	2019	83
L Actividades inmobiliarias	Mujeres	Valor absoluto	2018	81,5
L Actividades inmobiliarias	Mujeres	Valor absoluto	2017	72,2
L Actividades inmobiliarias	Mujeres	Valor absoluto	2016	65,6
L Actividades inmobiliarias	Mujeres	Valor absoluto	2015	60,6
L Actividades inmobiliarias	Mujeres	Valor absoluto	2014	55,9
L Actividades inmobiliarias	Mujeres	Valor absoluto	2013	53,8
L Actividades inmobiliarias	Mujeres	Valor absoluto	2012	49,6
L Actividades inmobiliarias	Mujeres	Valor absoluto	2011	51,1
L Actividades inmobiliarias	Mujeres	Valor absoluto	2010	40,2
L Actividades inmobiliarias	Mujeres	Valor absoluto	2009	49
L Actividades inmobiliarias	Mujeres	Valor absoluto	2008	60,7
L Actividades inmobiliarias	Mujeres	Porcentaje	2023	0,9
L Actividades inmobiliarias	Mujeres	Porcentaje	2022	0,9
L Actividades inmobiliarias	Mujeres	Porcentaje	2021	0,8
L Actividades inmobiliarias	Mujeres	Porcentaje	2020	1
L Actividades inmobiliarias	Mujeres	Porcentaje	2019	0,9
L Actividades inmobiliarias	Mujeres	Porcentaje	2018	0,9
L Actividades inmobiliarias	Mujeres	Porcentaje	2017	0,8
L Actividades inmobiliarias	Mujeres	Porcentaje	2016	0,8
L Actividades inmobiliarias	Mujeres	Porcentaje	2015	0,7
L Actividades inmobiliarias	Mujeres	Porcentaje	2014	0,7
L Actividades inmobiliarias	Mujeres	Porcentaje	2013	0,7
L Actividades inmobiliarias	Mujeres	Porcentaje	2012	0,6
L Actividades inmobiliarias	Mujeres	Porcentaje	2011	0,6
L Actividades inmobiliarias	Mujeres	Porcentaje	2010	0,5
L Actividades inmobiliarias	Mujeres	Porcentaje	2009	0,6
L Actividades inmobiliarias	Mujeres	Porcentaje	2008	0,7
68 Actividades inmobiliarias	Ambos sexos	Valor absoluto	2023	172,8
68 Actividades inmobiliarias	Ambos sexos	Valor absoluto	2022	160,9
68 Actividades inmobiliarias	Ambos sexos	Valor absoluto	2021	152,2
68 Actividades inmobiliarias	Ambos sexos	Valor absoluto	2020	151,9
68 Actividades inmobiliarias	Ambos sexos	Valor absoluto	2019	154,3
68 Actividades inmobiliarias	Ambos sexos	Valor absoluto	2018	149,6
68 Actividades inmobiliarias	Ambos sexos	Valor absoluto	2017	129,6
68 Actividades inmobiliarias	Ambos sexos	Valor absoluto	2016	114,1
68 Actividades inmobiliarias	Ambos sexos	Valor absoluto	2015	104,1
68 Actividades inmobiliarias	Ambos sexos	Valor absoluto	2014	99,5
68 Actividades inmobiliarias	Ambos sexos	Valor absoluto	2013	92,1
68 Actividades inmobiliarias	Ambos sexos	Valor absoluto	2012	97,2
68 Actividades inmobiliarias	Ambos sexos	Valor absoluto	2011	96,3
68 Actividades inmobiliarias	Ambos sexos	Valor absoluto	2010	84,3
68 Actividades inmobiliarias	Ambos sexos	Valor absoluto	2009	91,9
68 Actividades inmobiliarias	Ambos sexos	Valor absoluto	2008	119,2
68 Actividades inmobiliarias	Ambos sexos	Porcentaje	2023	0,8
68 Actividades inmobiliarias	Ambos sexos	Porcentaje	2022	0,8
68 Actividades inmobiliarias	Ambos sexos	Porcentaje	2021	0,8
68 Actividades inmobiliarias	Ambos sexos	Porcentaje	2020	0,8
68 Actividades inmobiliarias	Ambos sexos	Porcentaje	2019	0,8
68 Actividades inmobiliarias	Ambos sexos	Porcentaje	2018	0,8
68 Actividades inmobiliarias	Ambos sexos	Porcentaje	2017	0,7
68 Actividades inmobiliarias	Ambos sexos	Porcentaje	2016	0,6
68 Actividades inmobiliarias	Ambos sexos	Porcentaje	2015	0,6
